frame,t_raw_s,utc,lum_mean,r_mean,g_mean,b_mean,roi_lum_mean,lum_max
-1,612457.98877199,2026-09-06T19:59:56.998570+00:00,anchor,anchor,anchor,anchor,anchor,anchor
1442,612612.723747,2026-09-06T20:02:31.801196+00:00,51.708,91.206,23.858,91.516,61.000,255
1443,612612.828048,2026-09-06T20:02:31.907144+00:00,50.241,88.216,23.125,90.259,59.530,255
1444,612612.936504,2026-09-06T20:02:32.014936+00:00,51.282,90.296,23.698,90.987,60.612,255
1445,612613.045180,2026-09-06T20:02:32.131685+00:00,50.538,88.845,23.212,90.772,59.746,255
1446,612613.157627,2026-09-06T20:02:32.235321+00:00,50.235,88.173,23.140,90.241,59.512,255
1447,612613.262385,2026-09-06T20:02:32.342092+00:00,50.139,87.996,23.030,90.440,59.305,255
1448,612613.370456,2026-09-06T20:02:32.448302+00:00,50.757,89.198,23.445,90.565,60.084,255
1449,612613.474374,2026-09-06T20:02:32.552056+00:00,50.534,88.670,23.437,90.038,59.996,255
1450,612613.581260,2026-09-06T20:02:32.663122+00:00,50.690,89.022,23.453,90.399,60.081,255
1451,612613.696491,2026-09-06T20:02:32.783743+00:00,50.012,87.693,23.034,90.097,59.288,255
1452,612613.816281,2026-09-06T20:02:32.895837+00:00,49.900,87.467,22.981,89.976,59.176,255
1453,612613.923134,2026-09-06T20:02:33.000526+00:00,50.174,88.023,23.121,90.199,59.463,255
1454,612614.027151,2026-09-06T20:02:33.105025+00:00,50.635,89.003,23.309,90.705,59.899,255
1455,612614.133982,2026-09-06T20:02:33.212278+00:00,51.120,89.867,23.709,90.637,60.642,255
1456,612614.239881,2026-09-06T20:02:33.318887+00:00,50.937,89.571,23.555,90.602,60.512,255
1457,612614.345613,2026-09-06T20:02:33.424006+00:00,51.006,89.661,23.657,90.449,60.670,255
1458,612614.453518,2026-09-06T20:02:33.532030+00:00,51.261,90.192,23.755,90.783,60.925,255
1459,612614.561555,2026-09-06T20:02:33.647655+00:00,50.649,89.067,23.330,90.553,60.229,255
1460,612614.674758,2026-09-06T20:02:33.752013+00:00,51.063,89.807,23.621,90.742,60.454,255
1461,612614.780304,2026-09-06T20:02:33.860795+00:00,51.019,89.636,23.704,90.382,60.580,255
1462,612614.895385,2026-09-06T20:02:33.980636+00:00,51.028,89.735,23.620,90.634,60.603,255
1463,612615.009766,2026-09-06T20:02:34.093083+00:00,50.879,89.382,23.608,90.319,60.526,255
1464,612615.124936,2026-09-06T20:02:34.205043+00:00,52.140,92.077,24.130,91.617,61.790,255
1465,612615.233157,2026-09-06T20:02:34.311587+00:00,50.921,89.512,23.613,90.316,60.635,255
1466,612615.339633,2026-09-06T20:02:34.424870+00:00,50.780,89.189,23.583,90.086,60.431,255
1467,612615.457623,2026-09-06T20:02:34.535314+00:00,50.650,88.942,23.480,90.113,60.257,255
1468,612615.562341,2026-09-06T20:02:34.640369+00:00,50.581,88.787,23.468,89.983,60.220,255
1469,612615.670289,2026-09-06T20:02:34.757588+00:00,50.167,87.963,23.243,89.667,59.829,255
1470,612615.787078,2026-09-06T20:02:34.865641+00:00,49.684,87.010,22.954,89.419,59.244,255
1471,612615.892925,2026-09-06T20:02:34.971237+00:00,51.539,90.837,23.846,91.062,61.076,255
1472,612616.004499,2026-09-06T20:02:35.089865+00:00,51.103,89.960,23.571,90.960,60.514,255
1473,612616.115524,2026-09-06T20:02:35.193510+00:00,51.046,89.792,23.612,90.682,60.454,255
1474,612616.221961,2026-09-06T20:02:35.304200+00:00,51.381,90.446,23.788,90.996,60.635,255
1475,612616.337807,2026-09-06T20:02:35.421208+00:00,50.313,88.254,23.244,90.182,59.564,255
1476,612616.448256,2026-09-06T20:02:35.531816+00:00,50.448,88.533,23.317,90.265,59.715,255
1477,612616.566003,2026-09-06T20:02:35.644498+00:00,49.301,86.120,22.852,88.919,58.646,255
1478,612616.670847,2026-09-06T20:02:35.748710+00:00,49.725,87.115,22.904,89.760,58.977,255
1479,612616.779381,2026-09-06T20:02:35.866849+00:00,49.563,86.731,22.917,89.282,58.874,255
1480,612616.896036,2026-09-06T20:02:35.973413+00:00,51.316,90.370,23.692,91.125,60.550,255
1481,612616.999954,2026-09-06T20:02:36.078368+00:00,51.066,89.752,23.675,90.644,60.386,255
1482,612617.106999,2026-09-06T20:02:36.186259+00:00,50.775,89.173,23.549,90.253,60.139,255
1483,612617.218656,2026-09-06T20:02:36.304353+00:00,50.630,88.895,23.440,90.279,59.955,255
1484,612617.334057,2026-09-06T20:02:36.415328+00:00,51.653,91.041,23.891,91.298,60.927,255
1485,612617.446806,2026-09-06T20:02:36.533609+00:00,51.720,91.173,23.901,91.479,60.898,255
1486,612617.566741,2026-09-06T20:02:36.654180+00:00,50.786,89.326,23.391,90.761,60.009,255
1487,612617.685902,2026-09-06T20:02:36.772510+00:00,51.462,90.689,23.766,91.181,60.726,255
1488,612617.803422,2026-09-06T20:02:36.881643+00:00,51.119,89.926,23.639,90.828,60.374,255
1489,612617.910141,2026-09-06T20:02:36.993946+00:00,51.160,90.078,23.608,90.952,60.422,255
1490,612618.021935,2026-09-06T20:02:37.101558+00:00,51.055,89.862,23.550,90.896,60.294,255
1491,612618.130073,2026-09-06T20:02:37.209775+00:00,51.038,89.825,23.545,90.870,60.265,255
1492,612618.241688,2026-09-06T20:02:37.325421+00:00,51.603,90.900,23.863,91.367,60.875,255
1493,612618.351792,2026-09-06T20:02:37.429555+00:00,51.983,91.741,24.036,91.608,61.385,255
1494,612618.457522,2026-09-06T20:02:37.535988+00:00,51.064,89.882,23.588,90.731,60.598,255
1495,612618.563409,2026-09-06T20:02:37.644669+00:00,51.028,89.742,23.632,90.555,60.570,255
1496,612618.675928,2026-09-06T20:02:37.756985+00:00,52.324,92.424,24.249,91.711,61.691,255
1497,612618.784349,2026-09-06T20:02:37.868791+00:00,51.017,89.741,23.567,90.792,60.268,255
1498,612618.902092,2026-09-06T20:02:37.981292+00:00,51.137,89.963,23.643,90.875,60.369,255
1499,612619.009931,2026-09-06T20:02:38.086714+00:00,51.116,89.872,23.680,90.743,60.481,255
1500,612619.116396,2026-09-06T20:02:38.203019+00:00,50.659,88.956,23.455,90.295,60.056,255
1501,612619.230974,2026-09-06T20:02:38.308787+00:00,50.655,89.007,23.379,90.516,59.998,255
1502,612619.336485,2026-09-06T20:02:38.414305+00:00,51.642,90.985,23.918,91.211,61.051,255
1503,612619.445188,2026-09-06T20:02:38.531080+00:00,51.849,91.437,23.999,91.420,61.160,255
1504,612619.556747,2026-09-06T20:02:38.634345+00:00,52.034,91.859,24.046,91.699,61.341,255
1505,612619.663043,2026-09-06T20:02:38.744302+00:00,51.341,90.432,23.701,91.134,60.669,255
1506,612619.777554,2026-09-06T20:02:38.861369+00:00,50.742,89.089,23.546,90.201,60.171,255
1507,612619.890830,2026-09-06T20:02:38.968469+00:00,51.496,90.611,23.900,91.000,60.825,255
1508,612619.994721,2026-09-06T20:02:39.076444+00:00,51.710,91.139,23.904,91.469,60.848,255
1509,612620.109384,2026-09-06T20:02:39.196645+00:00,50.484,88.655,23.253,90.586,59.561,255
1510,612620.227668,2026-09-06T20:02:39.305378+00:00,50.254,88.210,23.135,90.337,59.468,255
1511,612620.334724,2026-09-06T20:02:39.413128+00:00,51.672,91.122,23.805,91.687,60.795,255
1512,612620.438204,2026-09-06T20:02:39.516346+00:00,50.948,89.658,23.402,91.256,59.941,255
1513,612620.547282,2026-09-06T20:02:39.634273+00:00,51.090,89.917,23.557,91.021,60.114,255
1514,612620.667107,2026-09-06T20:02:39.753776+00:00,51.015,89.759,23.491,91.125,59.835,255
1515,612620.784769,2026-09-06T20:02:39.868372+00:00,51.042,89.829,23.455,91.360,59.831,255
1516,612620.897603,2026-09-06T20:02:39.976010+00:00,50.442,88.603,23.197,90.647,59.294,255
1517,612621.002697,2026-09-06T20:02:40.080287+00:00,50.173,88.066,23.057,90.413,59.072,255
1518,612621.108026,2026-09-06T20:02:40.190971+00:00,50.425,88.551,23.208,90.575,59.406,255
1519,612621.223566,2026-09-06T20:02:40.304045+00:00,50.298,88.224,23.219,90.262,59.351,255
1520,612621.333931,2026-09-06T20:02:40.420143+00:00,50.612,88.795,23.433,90.414,59.631,255
1521,612621.451810,2026-09-06T20:02:40.528586+00:00,50.275,88.121,23.262,90.106,59.295,255
1522,612621.558402,2026-09-06T20:02:40.644841+00:00,50.533,88.643,23.389,90.340,59.562,255
1523,612621.673324,2026-09-06T20:02:40.750838+00:00,50.309,88.207,23.271,90.131,59.265,255
1524,612621.778830,2026-09-06T20:02:40.856819+00:00,51.002,89.602,23.603,90.843,59.839,255
1525,612621.892050,2026-09-06T20:02:40.977220+00:00,51.010,89.639,23.572,90.977,59.775,255
1526,612622.004183,2026-09-06T20:02:41.081472+00:00,50.605,88.777,23.418,90.474,59.402,255
1527,612622.109633,2026-09-06T20:02:41.190660+00:00,50.458,88.494,23.338,90.341,59.315,255
1528,612622.223117,2026-09-06T20:02:41.309357+00:00,50.076,87.795,23.060,90.256,58.876,255
1529,612622.342206,2026-09-06T20:02:41.423328+00:00,51.319,90.412,23.593,91.545,60.126,255
1530,612622.452887,2026-09-06T20:02:41.531480+00:00,51.853,91.425,23.968,91.647,60.773,255
1531,612622.556347,2026-09-06T20:02:41.634419+00:00,51.888,91.516,23.982,91.646,60.889,255
1532,612622.663031,2026-09-06T20:02:41.743315+00:00,51.859,91.392,24.023,91.501,60.819,255
1533,612622.771864,2026-09-06T20:02:41.849814+00:00,51.656,91.037,23.841,91.589,60.558,255
1534,612622.878421,2026-09-06T20:02:41.965067+00:00,51.416,90.554,23.721,91.371,60.358,255
1535,612622.991761,2026-09-06T20:02:42.069357+00:00,51.110,89.928,23.566,91.122,60.100,255
1536,612623.097437,2026-09-06T20:02:42.175347+00:00,50.517,88.607,23.349,90.504,59.485,255
1537,612623.203148,2026-09-06T20:02:42.281393+00:00,50.258,88.146,23.166,90.388,59.166,255
1538,612623.307358,2026-09-06T20:02:42.385092+00:00,50.740,89.194,23.348,90.922,59.624,255
1539,612623.414313,2026-09-06T20:02:42.494061+00:00,50.472,88.554,23.290,90.557,59.370,255
1540,612623.526594,2026-09-06T20:02:42.613868+00:00,51.105,89.901,23.578,91.094,60.073,255
1541,612623.645818,2026-09-06T20:02:42.732636+00:00,50.479,88.639,23.239,90.653,59.443,255
1542,612623.764132,2026-09-06T20:02:42.843648+00:00,50.116,87.913,23.021,90.502,59.235,255
1543,612623.868834,2026-09-06T20:02:42.947264+00:00,50.916,89.497,23.509,90.847,60.101,255
1544,612623.976173,2026-09-06T20:02:43.054567+00:00,50.411,88.509,23.244,90.372,59.626,255
1545,612624.080320,2026-09-06T20:02:43.158266+00:00,50.983,89.662,23.515,90.969,60.192,255
1546,612624.186438,2026-09-06T20:02:43.273131+00:00,51.053,89.827,23.518,91.136,60.304,255
1547,612624.303721,2026-09-06T20:02:43.383580+00:00,50.677,89.034,23.415,90.449,59.903,255
1548,612624.411310,2026-09-06T20:02:43.488164+00:00,51.594,90.829,23.911,91.229,60.817,255
1549,612624.515016,2026-09-06T20:02:43.592357+00:00,50.760,89.121,23.527,90.374,60.101,255
1550,612624.620129,2026-09-06T20:02:43.699112+00:00,49.957,87.460,23.153,89.608,59.278,255
1551,612624.734585,2026-09-06T20:02:43.819952+00:00,51.347,90.418,23.699,91.234,60.525,255
1552,612624.847489,2026-09-06T20:02:43.928043+00:00,50.254,88.088,23.280,89.920,59.487,255
1553,612624.961711,2026-09-06T20:02:44.043183+00:00,49.512,86.732,22.736,89.757,58.606,255
1554,612625.070094,2026-09-06T20:02:44.149118+00:00,50.190,87.953,23.223,89.997,59.434,255
1555,612625.176934,2026-09-06T20:02:44.261137+00:00,51.299,90.301,23.706,91.085,60.472,255
1556,612625.295383,2026-09-06T20:02:44.382886+00:00,50.961,89.585,23.530,90.902,60.110,255
1557,612625.413839,2026-09-06T20:02:44.491300+00:00,50.451,88.595,23.235,90.542,59.444,255
1558,612625.517728,2026-09-06T20:02:44.595400+00:00,50.175,87.977,23.152,90.174,59.193,255
1559,612625.624988,2026-09-06T20:02:44.710896+00:00,50.540,88.694,23.353,90.458,59.556,255
1560,612625.745254,2026-09-06T20:02:44.830140+00:00,49.981,87.626,23.001,90.163,58.983,255
1561,612625.857637,2026-09-06T20:02:44.935890+00:00,50.689,89.011,23.397,90.708,59.798,255
1562,612625.964949,2026-09-06T20:02:45.046318+00:00,50.752,89.143,23.432,90.739,59.928,255
1563,612626.079683,2026-09-06T20:02:45.167344+00:00,51.026,89.716,23.579,90.876,60.165,255
1564,612626.199512,2026-09-06T20:02:45.279269+00:00,50.280,88.114,23.313,89.904,59.529,255
1565,612626.306944,2026-09-06T20:02:45.385018+00:00,50.914,89.478,23.503,90.908,60.088,255
1566,612626.412744,2026-09-06T20:02:45.490710+00:00,51.063,89.815,23.546,91.116,60.210,255
1567,612626.517659,2026-09-06T20:02:45.595914+00:00,51.014,89.682,23.592,90.792,60.236,255
1568,612626.623129,2026-09-06T20:02:45.702566+00:00,49.703,87.045,22.880,89.876,58.779,255
1569,612626.731578,2026-09-06T20:02:45.809079+00:00,50.348,88.311,23.217,90.479,59.414,255
1570,612626.836062,2026-09-06T20:02:45.914236+00:00,50.181,88.016,23.121,90.280,59.272,255
1571,612626.944818,2026-09-06T20:02:46.030394+00:00,50.287,88.143,23.256,90.181,59.352,255
1572,612627.064458,2026-09-06T20:02:46.148716+00:00,49.269,86.073,22.743,89.323,58.271,255
1573,612627.176501,2026-09-06T20:02:46.256994+00:00,50.098,87.843,23.072,90.257,59.070,255
1574,612627.290856,2026-09-06T20:02:46.373500+00:00,50.070,87.757,23.047,90.374,59.007,255
1575,612627.398716,2026-09-06T20:02:46.476800+00:00,50.063,87.784,23.031,90.321,58.973,255
1576,612627.504371,2026-09-06T20:02:46.583657+00:00,49.619,86.822,22.870,89.782,58.584,255
1577,612627.612885,2026-09-06T20:02:46.697713+00:00,49.740,87.067,22.931,89.884,58.719,255
1578,612627.730515,2026-09-06T20:02:46.807388+00:00,50.182,88.030,23.095,90.383,59.122,255
1579,612627.834581,2026-09-06T20:02:46.911595+00:00,50.949,89.540,23.495,91.094,59.862,255
1580,612627.940488,2026-09-06T20:02:47.026841+00:00,50.612,88.863,23.307,90.880,59.473,255
1581,612628.059890,2026-09-06T20:02:47.146172+00:00,49.833,87.248,22.980,89.972,58.699,255
1582,612628.174312,2026-09-06T20:02:47.258903+00:00,50.905,89.512,23.408,91.234,59.736,255
1583,612628.293510,2026-09-06T20:02:47.377839+00:00,50.294,88.232,23.153,90.538,59.136,255
1584,612628.404688,2026-09-06T20:02:47.484593+00:00,50.315,88.271,23.177,90.500,59.202,255
1585,612628.516720,2026-09-06T20:02:47.598957+00:00,50.663,88.962,23.348,90.863,59.565,255
1586,612628.626596,2026-09-06T20:02:47.705211+00:00,49.730,87.032,22.928,89.899,58.553,255
1587,612628.733070,2026-09-06T20:02:47.810653+00:00,49.730,87.032,22.928,89.899,58.553,255
1588,612628.837934,2026-09-06T20:02:47.923052+00:00,49.730,87.032,22.928,89.899,58.553,255
1589,612628.953073,2026-09-06T20:02:48.030543+00:00,49.730,87.032,22.928,89.899,58.553,255
1590,612629.060122,2026-09-06T20:02:48.146572+00:00,49.730,87.032,22.928,89.899,58.553,255
1591,612629.176246,2026-09-06T20:02:48.253706+00:00,49.730,87.032,22.928,89.899,58.553,255
1592,612629.280303,2026-09-06T20:02:48.357594+00:00,49.730,87.032,22.928,89.899,58.553,255
1593,612629.389522,2026-09-06T20:02:48.475342+00:00,50.645,88.926,23.512,89.956,60.397,255
1594,612629.501901,2026-09-06T20:02:48.581880+00:00,50.828,89.278,23.618,90.087,60.546,255
1595,612629.615460,2026-09-06T20:02:48.700172+00:00,51.341,90.221,23.978,90.261,61.111,255
1596,612629.726292,2026-09-06T20:02:48.807486+00:00,50.670,88.863,23.614,89.816,60.384,255
1597,612629.840840,2026-09-06T20:02:48.922428+00:00,50.338,88.200,23.446,89.499,60.095,255
1598,612629.947951,2026-09-06T20:02:49.025317+00:00,51.074,89.674,23.855,89.991,60.874,255
1599,612630.053170,2026-09-06T20:02:49.137339+00:00,51.309,90.303,23.829,90.536,61.008,255
1600,612630.171480,2026-09-06T20:02:49.258699+00:00,49.696,87.059,22.941,89.460,59.179,255
1601,612630.288840,2026-09-06T20:02:49.365932+00:00,50.739,89.099,23.512,90.325,60.219,255
1602,612630.395073,2026-09-06T20:02:49.481143+00:00,50.335,88.258,23.395,89.589,59.996,255
1603,612630.507284,2026-09-06T20:02:49.585096+00:00,50.378,88.342,23.421,89.608,60.073,255
1604,612630.613195,2026-09-06T20:02:49.690858+00:00,49.945,87.499,23.177,89.278,59.703,255
1605,612630.716301,2026-09-06T20:02:49.793924+00:00,50.989,89.610,23.670,90.367,60.668,255
1606,612630.822313,2026-09-06T20:02:49.901893+00:00,50.385,88.446,23.277,90.140,60.057,255
1607,612630.929436,2026-09-06T20:02:50.007368+00:00,51.541,90.757,23.950,90.750,61.356,255
1608,612631.033231,2026-09-06T20:02:50.111894+00:00,50.716,89.165,23.431,90.363,60.489,255
1609,612631.144083,2026-09-06T20:02:50.227255+00:00,50.620,88.855,23.509,89.934,60.506,255
1610,612631.254393,2026-09-06T20:02:50.331676+00:00,50.852,89.363,23.584,90.250,60.680,255
1611,612631.358652,2026-09-06T20:02:50.436514+00:00,50.714,89.084,23.500,90.202,60.419,255
1612,612631.462845,2026-09-06T20:02:50.541931+00:00,51.022,89.635,23.750,90.175,60.831,255
1613,612631.569626,2026-09-06T20:02:50.646857+00:00,49.880,87.369,23.127,89.306,59.662,255
1614,612631.674506,2026-09-06T20:02:50.758029+00:00,50.606,88.827,23.525,89.799,60.406,255
1615,612631.788911,2026-09-06T20:02:50.867726+00:00,50.382,88.367,23.391,89.734,60.164,255
1616,612631.895222,2026-09-06T20:02:50.981506+00:00,51.496,90.673,23.918,90.748,61.209,255
1617,612632.012198,2026-09-06T20:02:51.089670+00:00,51.636,90.960,23.999,90.800,61.398,255
1618,612632.116477,2026-09-06T20:02:51.194258+00:00,50.669,88.985,23.518,89.979,60.426,255
1619,612632.220464,2026-09-06T20:02:51.299168+00:00,51.047,89.954,23.524,90.716,60.746,255
1620,612632.331521,2026-09-06T20:02:51.418518+00:00,51.388,90.499,23.840,90.654,61.141,255
1621,612632.446334,2026-09-06T20:02:51.524175+00:00,50.901,89.502,23.568,90.397,60.562,255
1622,612632.549528,2026-09-06T20:02:51.627298+00:00,50.303,88.313,23.222,90.058,59.909,255
1623,612632.654270,2026-09-06T20:02:51.731481+00:00,51.328,90.304,23.859,90.546,60.995,255
1624,612632.756932,2026-09-06T20:02:51.836194+00:00,50.723,89.122,23.534,90.011,60.378,255
1625,612632.868582,2026-09-06T20:02:51.952277+00:00,50.004,87.688,23.139,89.502,59.688,255
1626,612632.979872,2026-09-06T20:02:52.057974+00:00,51.665,91.036,23.984,90.937,61.383,255
1627,612633.085919,2026-09-06T20:02:52.168521+00:00,51.309,90.300,23.830,90.535,61.065,255
1628,612633.201291,2026-09-06T20:02:52.281895+00:00,51.772,91.252,24.037,91.034,61.487,255
1629,612633.306993,2026-09-06T20:02:52.391565+00:00,51.628,90.949,23.963,90.948,61.335,255
1630,612633.422484,2026-09-06T20:02:52.501803+00:00,50.563,88.816,23.374,90.232,60.252,255
1631,612633.528969,2026-09-06T20:02:52.605823+00:00,50.909,89.478,23.624,90.240,60.664,255
1632,612633.634574,2026-09-06T20:02:52.721365+00:00,50.357,88.337,23.308,90.023,59.959,255
1633,612633.748291,2026-09-06T20:02:52.825744+00:00,50.903,89.440,23.583,90.502,60.486,255
1634,612633.854436,2026-09-06T20:02:52.933040+00:00,51.655,90.960,23.998,90.972,61.269,255
1635,612633.958453,2026-09-06T20:02:53.036174+00:00,50.848,89.230,23.698,89.979,60.547,255
1636,612634.063814,2026-09-06T20:02:53.143322+00:00,51.111,89.827,23.740,90.502,60.687,255
1637,612634.171624,2026-09-06T20:02:53.249144+00:00,50.082,87.649,23.305,89.426,59.641,255
1638,612634.274604,2026-09-06T20:02:53.353526+00:00,49.694,86.919,23.056,89.221,59.235,255
1639,612634.385060,2026-09-06T20:02:53.468534+00:00,50.181,87.895,23.319,89.578,59.838,255
1640,612634.497269,2026-09-06T20:02:53.579144+00:00,51.182,89.992,23.730,90.746,60.836,255
1641,612634.613940,2026-09-06T20:02:53.701551+00:00,51.007,89.659,23.634,90.580,60.684,255
1642,612634.733207,2026-09-06T20:02:53.811642+00:00,50.103,87.781,23.195,89.833,59.744,255
1643,612634.838329,2026-09-06T20:02:53.917370+00:00,49.847,87.301,23.057,89.557,59.484,255
1644,612634.944063,2026-09-06T20:02:54.030327+00:00,50.794,89.215,23.511,90.510,60.501,255
1645,612635.061668,2026-09-06T20:02:54.141461+00:00,49.903,87.406,23.102,89.546,59.565,255
1646,612635.167728,2026-09-06T20:02:54.245002+00:00,51.209,90.073,23.735,90.743,60.821,255
1647,612635.271841,2026-09-06T20:02:54.350043+00:00,51.062,89.777,23.626,90.793,60.609,255
1648,612635.383323,2026-09-06T20:02:54.468986+00:00,50.389,88.404,23.281,90.264,59.806,255
1649,612635.496812,2026-09-06T20:02:54.575770+00:00,50.406,88.464,23.318,90.061,59.850,255
1650,612635.608603,2026-09-06T20:02:54.692128+00:00,50.327,88.276,23.259,90.169,59.706,255
1651,612635.716817,2026-09-06T20:02:54.794487+00:00,51.137,89.894,23.745,90.526,60.645,255
1652,612635.821925,2026-09-06T20:02:54.900977+00:00,50.239,88.084,23.260,89.896,59.738,255
1653,612635.927827,2026-09-06T20:02:55.009678+00:00,49.788,87.274,22.907,89.883,59.267,255
1654,612636.042805,2026-09-06T20:02:55.123376+00:00,49.858,87.373,23.019,89.661,59.467,255
1655,612636.150278,2026-09-06T20:02:55.235890+00:00,51.081,89.790,23.742,90.325,60.757,255
1656,612636.266608,2026-09-06T20:02:55.352491+00:00,51.065,89.764,23.757,90.175,60.876,255
1657,612636.385691,2026-09-06T20:02:55.472445+00:00,51.038,89.717,23.751,90.091,60.918,255
1658,612636.499878,2026-09-06T20:02:55.578459+00:00,50.971,89.504,23.775,89.943,60.901,255
1659,612636.612241,2026-09-06T20:02:55.696485+00:00,50.087,87.785,23.200,89.656,59.812,255
